AUC,EER
0.9187514939048682,0.06199705202772686
0.8962705685289192,0.0685946070220383
0.9932514195289956,0.049140525613577846
0.9238055300398046,0.11874475817724353
0.9496234309623431,0.05516039051603905
0.9782028652354172,0.12455974713681706
0.991441944949001,0.049242000838340114
0.9981892379487795,0.009576401509856005
0.9848118154457166,0.06624468646250273
0.8606808985628575,0.24151056927584763
0.9184308733258928,0.13936941964285715
0.23182135380321006,0.7515085587619555
0.8929903057419836,0.13462767657398533
0.9766400494110381,0.12164526992250113
0.9576777522238041,0.05698231908395091
0.921468242886841,0.15475193149027272
0.9810055865921787,0.049569979417818315
0.9886893949979042,0.05035978762051141
0.9517647879464286,0.06584821428571429
0.7810672004220391,0.11683656844947167
0.9793868019674471,0.09996276125308386
0.9782680615493197,0.09223208181089684
0.8977358490566039,0.20566037735849055
0.9587133361223447,0.12509645330730254
0.9794515768908736,0.05434517164387385
0.9876743014544325,0.10812853024083341
0.9599306443243516,0.0632047890853404
0.9451100585121204,0.19144144144144143
0.9897371598402526,0.07350004643819079
0.9710780552455357,0.07582310267857142
0.9898793889037791,0.07107477887965691
0.9489096573208723,0.14666387687729576
0.8438399739946132,0.25567706882139873
0.9899593612741677,0.05104470259841551
0.9823733603125873,0.031738417527211835
0.9896341746850741,0.03661042160554083
0.9748072815083124,0.0781670846103836
0.9953425385696024,0.005568703884170959
0.9740458927575493,0.06234562983029239
0.9689331696016001,0.051721082148599225
0.9983300862788755,0.006888394099638186
1.0,0.0
0.9614473331546501,0.14772447065129993
0.996258676932115,0.0086266870738834
0.9612757973733584,0.07971589386223529
0.994990439008844,0.05718667835232251
0.9045262654824964,0.19691146600820425
0.993987493987494,0.01984126984126984
0.8875096475430924,0.25808249721293197
0.9237361750973366,0.1626995206850016
0.9215992561599256,0.09016736401673639
0.9902867863843474,0.07880997051728757
0.8592422342944699,0.1205251427775456
0.9172250139586823,0.18448040857884196
0.8968741278258442,0.20071343845939157
0.9439712020357182,0.1641181399245915
0.9886394273230139,0.061641797982615154
0.9599019653466114,0.061562504847441336
0.9742574257425742,0.07370427183563426
0.9350630027432929,0.13034360905751613
0.9640096488876977,0.0673117126775663
0.7876298836900257,0.29291382430739243
0.9903293587504114,0.08109921267816006
0.9957056638811513,0.012465181058495822
0.9994143076279459,0.003834890531306652
0.8555594243268337,0.3365598885793872
0.7973236688040145,0.19227169540802103
0.98753667737879,0.05035978762051141
0.9871830593480078,0.06939026655521502
0.9819237510955303,0.0539100470082065
0.9992283040910601,0.0029956806465096836
0.9750089609303437,0.13527022183280896
0.9942200557103065,0.07007892293407615
0.9273560817084493,0.1689182915506035
0.9964131494637136,0.011979384315364256
0.999760975221098,0.001464026770775237
0.9791608586562587,0.06909872953920904
0.9996518105849582,0.0018105849582172701
0.9938791698825145,0.015677257525083612
0.9930216104965269,0.06772575250836119
0.994885493284045,0.020470686533908926
0.9888961533102539,0.10784986227371622
0.9723559369331659,0.11349762801730151
0.7219430485762145,0.344323742897494
0.9572375056246023,0.05954708374063214
0.9775769917880327,0.12352136802405511
0.9887849597468472,0.04173840879829992
0.8669954435808095,0.21642991155186275
0.926261698417136,0.18141366135495293
0.9718498333373884,0.08670713607941416
0.9790934270800042,0.03709252157238737
0.9950648716517857,0.06689453125
0.9883674607600988,0.06631941677953947
0.9995268897265267,0.0029317325143096468
0.9775620901353426,0.07157370587414538
0.9998522021874076,0.000977107761027359
0.9977599814298979,0.0071030640668523675
0.9867986798679869,0.056900478780272386
0.9993384401114206,0.0027158774373259053
0.9940061332589908,0.06045641005217251
0.997184606077528,0.013821024710316907
0.9988986087022572,0.0027154992340899598
0.9970123178589966,0.015178944436707979
0.999253047565931,0.004740658114891244
0.9938903612777236,0.060324545496814985
0.9998886724185917,0.0005566379070414695
0.9995204380580357,0.0016043526785714285
0.9999628079962808,0.0002789400278940028
0.9720650030014579,0.08019788182831658
0.9998008126842483,0.0004880089235917457
0.9994623441793778,0.001045441873431837
0.9997808939526731,0.0006971556051310652
0.9999800311514039,6.98909700866648e-05
0.9782851557045105,0.051098543034026916
0.9922575103310581,0.07426173561777408
1.0,0.0
0.9782031577476595,0.04889269246891158
0.9649062304988997,0.029830525174894085
0.9809833481131145,0.1090049922816698
0.9150551907223696,0.1469575241022775
0.9908119060927892,0.048756288429290126
0.9866343746151636,0.06946759164237923
0.9927894191697874,0.014291689905186838
0.9902330124180271,0.06320200223245431
0.9502552405778213,0.11944328073360334
0.9219414192187161,0.17590524062180024
0.973724645459157,0.06256386881437428
0.9698357053160318,0.14991453885865774
0.873803533154945,0.1677849221880533
0.9813030458191749,0.05012102592747755
0.977924791086351,0.09542711234911794
0.9804027006034535,0.05613809722969069
0.9985649570262807,0.005235967606813739
0.933128577411699,0.10295189787022821
0.9993070565797838,0.0011188811188811189
0.9849692900469234,0.09322346418443776
0.9400641920178622,0.11859824169690203
0.9865269042627534,0.05134521313766599
0.9934540152325997,0.04634541703507222
0.9313956327612669,0.18562944746755966
0.9796870639129222,0.04604207368127268
0.9864327566964286,0.03899274553571429
0.9863244283099073,0.0397855968227373
0.9957883627384603,0.010872595483691107
0.993267308318222,0.05146696424419955
0.994700139470014,0.050557880055788
0.9854486285448629,0.06778242677824267
0.9809802632889207,0.07084602975443627
0.995348976177197,0.06150904310413512
0.983858670385867,0.051673640167364004
0.9988472086645284,0.007948682192162878
0.9969133649553571,0.0126953125
0.9945663550097683,0.048972578844543674
