AUC1,EER1,AUC2,EER2,AUC_cross,EER_cross
0.10566090351366425,0.8544153188324968,0.21390526836715007,0.7560161380964763,0.12942630353153667,0.8375279243310043
0.6798808859110367,0.38937744276940256,0.7849421461404342,0.2788318275479474,0.7121618975692987,0.33442700903471234
0.9691720924763738,0.051867311394935285,0.8913196947849074,0.15207807618360974,0.7285555052985268,0.3366920285172741
0.5803047246295778,0.49224210232038024,0.6437210884353741,0.38176190476190475,0.5853231850117095,0.43816861826697895
0.14714958158995817,0.80067119944212,0.16209206213481545,0.7989596693743766,0.13618225867050152,0.8405058494306037
0.21463906334806543,0.7819105218267814,0.3815435200174466,0.5867171052079752,0.2193575027330196,0.7274808094491183
0.8399502318742224,0.24864102410560426,0.9000285591889191,0.15603669855776098,0.9137093954807545,0.12467440062633256
0.9779367843117319,0.04523531131248171,0.9543024455744675,0.0849423729656476,0.9654501299621423,0.0742736844800874
0.6485618542306618,0.4143101750466644,0.6473524378376564,0.35630515754504877,0.6041479911987613,0.43590579414880615
0.271637160515106,0.667019591428032,0.24444048467569496,0.6879410192444761,0.24829402832439804,0.6956521739130435
0.13965664390756302,0.7720711331407563,0.4184013357161436,0.5863726748722595,0.12955070603337612,0.8208543717016118
0.3345661781809723,0.656361944638288,0.5251386907592328,0.5060627674750356,0.38294872870688934,0.6114108696260245
0.7475849094976612,0.31687894041081965,0.9467925608011445,0.07791130185979969,0.8771101573676681,0.22240423945676924
0.7173442302319083,0.3068175468007823,0.5997062063900109,0.4272962826947403,0.5542072724984144,0.46957890965777327
0.6604802220356376,0.3804051217464316,0.6230814147480814,0.4234055484055484,0.6202084437378556,0.4236600045423575
0.8443025323711401,0.2518665765222887,0.8769319727891156,0.1950952380952381,0.8480702576112412,0.2288969555035129
0.5980865921787709,0.4001396648044693,0.3507119682768565,0.6231524873828407,0.5163775092616525,0.48914717411906605
0.9322807507801221,0.10343852505372694,0.9211121069243658,0.10203405681331101,0.8867626250754717,0.1778652710755914
0.4227530856092437,0.5991539193802521,0.47794420668885723,0.5069900142653352,0.5083466196749741,0.49324354563508715
0.2967315649828383,0.7387603907128526,0.16883197889934415,0.8126514827487881,0.1158594664773796,0.8476876035163715
0.7163583445417062,0.31003829221146706,0.9777166928459232,0.04684777952306157,0.9788982061874959,0.052921900466302615
0.32663779857522,0.6593344042464031,0.6619945321744807,0.42429713959276943,0.3679965530429562,0.5956675816594774
0.8044723969252271,0.27940501148048313,0.8474965986394558,0.23283333333333334,0.866311475409836,0.1986463700234192
0.6606906289220471,0.4356653535071817,0.5936131067110566,0.4593426931838094,0.6512805516222373,0.37661800467893863
0.7349001001461148,0.28932787181297304,0.8591269841269842,0.2018009768009768,0.750187617260788,0.3212146480439163
0.7930293198511118,0.27536376122136186,0.6561106366827972,0.4085183603757472,0.4873083648489285,0.4924301573746493
