AUC,EER
0.7589733885746157,0.30355150983985335
0.8985121686865701,0.16919565145991397
0.9591361816997114,0.10993980576499429
0.8356563760533567,0.19769825738514585
0.8695490469549046,0.1924686192468619
0.8884774845039202,0.181605845408645
0.8642797261422385,0.18998183596478968
0.9801615039976567,0.048134981659377046
0.8258168109466629,0.2800505755685873
0.6791544579321892,0.37697955909027486
0.5615147181919643,0.43777901785714285
0.45080251221214235,0.5901399778334222
0.8425615212527965,0.23034515819750723
0.8046425787856061,0.21653725680504698
0.8900874919383297,0.1725988391194831
0.6972912594247417,0.3203248627012939
0.843729785357248,0.2674728021170244
0.8689185412882492,0.2379663266731871
0.8983590262276785,0.11607142857142858
0.8318825738180577,0.2684099055066797
0.8878958556377912,0.22066284969510774
0.8807904661780166,0.21400739591680695
0.8482110412299091,0.2009783368273934
0.8980988239669038,0.14057546599730394
0.8354905107451857,0.24822076472229976
0.8495300157554582,0.2283844760506318
0.9180767721767304,0.21049700682166222
0.8489597845267948,0.18155010680783873
0.857504411628123,0.17242500232190952
0.77532958984375,0.30691964285714285
0.8540980970249263,0.22723130528008573
0.8901473938717627,0.1968056911703166
0.11181155382186309,0.8200520107736603
0.9544928369114568,0.11737202906284636
0.8921033351939716,0.17496685738208206
0.9576256217171013,0.07949147027378793
0.8363402061855669,0.24822373920312063
0.8656423626491844,0.18912710566615618
0.8217373117679866,0.30424866544498447
0.9078629210922763,0.16687344127812026
0.972404675758419,0.0737962705260228
0.9985666573893682,0.002435290843306429
0.7496328062181721,0.36631466094880727
0.7223536323299785,0.4320455142773217
0.9252211203430715,0.15490217099973197
0.8716337343637957,0.15592383077045657
0.7568899597753793,0.3399876538293042
0.7842206526417053,0.24281030859978225
0.8238680216104965,0.29215440356744704
0.7442412397040347,0.33845223137419145
0.851027429102743,0.28012552301255234
0.9839185205038864,0.07037791476815865
0.7787760598040581,0.2477190416492548
0.9288517752159491,0.12498768351561731
0.7494854172481161,0.2994261094055261
0.7385995127930611,0.33591677140064236
0.8856133500674012,0.1911309440803235
0.8397629795088961,0.28938449129011745
0.9335471575326546,0.13283595965230324
0.8270795554935603,0.26138466545775796
0.7082605199678371,0.32332350576253016
0.5540860364750104,0.4604622024223862
0.9024201918938761,0.15934406723880407
0.9036327762302692,0.16850046425255338
0.9903686143262214,0.05111328034211871
0.6777855153203343,0.3413881151346333
0.8479330120673861,0.20541439324544986
0.8942364119044292,0.19089003772530388
0.8747794185938516,0.25212454722764
0.9023185403553501,0.2111584734284121
0.9745340350049839,0.07803238979217797
0.8876299334899836,0.21252339798478634
0.9427228412256268,0.16710770659238625
0.732288765088208,0.33017641597028785
0.8896782281654827,0.17171611645075913
0.9134929487690224,0.15780615090431044
0.8621410649567884,0.20555378549524075
0.8345752089136491,0.2557799442896936
0.9402281107966728,0.10103121516164995
0.8315538976074094,0.24066332218506128
0.8803281386487067,0.2623210239141168
0.8930236546232087,0.1604538000664516
0.8523789591181805,0.25811008790288825
0.4913784609321115,0.5380866752060958
0.7821222982513304,0.277207559465624
0.8366722785452246,0.21365818513317797
0.7226255293405928,0.37823615182961823
0.7471777003484321,0.316982042347896
0.8820306987765753,0.22933556984437614
0.8412629863020364,0.2598416096931948
0.9616690635985938,0.09851390220517736
0.9030848911830357,0.13113839285714285
0.9562584654609194,0.0838180224683292
0.9639583042486853,0.06309817425969877
0.9497697781498535,0.07492238733082182
0.974652675140408,0.07254409301409007
0.8819753946146703,0.24066852367688024
0.9372100590340724,0.13423046530005112
0.9966689879294336,0.003690807799442897
0.9389959775379346,0.13861563582779085
0.8946903066685281,0.16898180464423657
0.8579838209416262,0.28160803129470446
0.8474256560874024,0.2676127660113177
0.9909768145964465,0.011921360847741216
0.9537266936346306,0.13369135630259915
0.9521848037851378,0.1075424436404119
0.8967372349330357,0.1859654017857143
0.9556299395629939,0.12426778242677823
0.9161199725580996,0.15252229654403568
0.976675165325472,0.06373994104055453
0.9835218447568601,0.06477756979569077
0.8714644251454067,0.20111943271452476
0.9004686023137239,0.14942689404528936
0.9311858989278344,0.11797700507377928
0.9324186284069276,0.16224404513163393
0.9743580814412407,0.06680944421228585
0.9030040519770854,0.2077965628056448
0.9475810424672381,0.11772916871941408
0.8854566952409104,0.18510854928235954
0.720127148246472,0.338406455218667
0.8780673560648407,0.19062325321408607
0.9147982430934691,0.1730224539222528
0.8291869173771014,0.229423950282846
0.8086804102134785,0.34021818752616156
0.8096401806079225,0.32865521575198997
0.8066880759564367,0.27362778863756243
0.7323207445909088,0.31573801104241256
0.8705961350634854,0.20132639179573042
0.7278512187653926,0.369886310688659
0.8233874846778073,0.26652469394404876
0.7907381615598885,0.19275766016713092
0.7973352452649818,0.2821991197148035
0.9388671693195569,0.11287194762480998
0.8474413265701832,0.26788511951851335
0.9917800381436745,0.039580419580419565
0.9175281984765828,0.17252889787510012
0.9169254116662016,0.1218776165224672
0.9557582110412299,0.09521313766596784
0.9805404315386167,0.04990537794530536
0.8567305009069346,0.25211036695967626
0.9466142199274351,0.14490301423388222
0.9182390485491071,0.13211495535714285
0.8760200440596978,0.22330044369977348
0.9407284240710503,0.15046397706001835
0.9611196354675222,0.07162319244897009
0.8915946071594607,0.18389121338912132
0.8532217573221759,0.19986052998605297
0.8923741809563641,0.23031307880743263
0.8849294876902238,0.21290136244123975
0.9165690376569037,0.1492329149232915
0.8863477897085482,0.19189792218658483
0.8991873604910715,0.23828125
0.957812936087078,0.12090078146804353
