AUC1,EER1,AUC2,EER2,AUC_cross,EER_cross
0.9236010410857037,0.05933723740472206,0.9760277132384395,0.059926523011885495,0.5999898997100622,0.42001164504016353
0.9006607109622183,0.06714126186487998,0.9103265176731654,0.16043747028055158,0.859187155604039,0.20163771642751252
0.9936213054277694,0.04753891150663593,0.9893580269166066,0.05378439677962031,0.8223001206168691,0.2256504695442405
0.9262396116603553,0.11410018552875695,0.9410272108843538,0.10400000000000002,0.7295011709601874,0.3247915690866511
0.952955020920502,0.05258891213389121,0.9982898674647286,0.008621918198660396,0.9903707878269656,0.055647324031248765
0.9798712878964101,0.11850042645576493,0.969711711862843,0.06199411177561001,0.677598745187509,0.37130151147868246
0.9919958482205233,0.045885812757407024,0.9747536769955734,0.1161859203198629,0.9893518541314806,0.057562768665645754
0.9979474600612585,0.010275408919334546,0.9948713804378909,0.032677077246335354,0.9714019265980649,0.12723165698530509
0.9858683990064522,0.06429400784843989,0.9928777557800075,0.06385272306298448,0.9613898040676625,0.1035018685169447
0.8691798192696919,0.12179187288142551,0.9468282252316464,0.11324839629365645,0.961969692274319,0.08289379900213831
0.90207293855042,0.1728474592962185,0.9797545034273872,0.10361029306887498,0.6328198545143345,0.42059763229211244
0.2745212064821276,0.7286617042723114,0.942098589316849,0.18254873989538753,0.6635478727867751,0.3567844256104724
0.8999072096806996,0.12068461460239983,0.9819570815450644,0.06317596566523603,0.9392270648209716,0.11163130427774082
0.977975691533948,0.11754680078234142,0.980828606792617,0.09360590851593423,0.5422857391834779,0.5087360027885495
0.9381763690642784,0.16199622166246852,0.9636422136422136,0.15923959673959676,0.9722832075773251,0.08916269210386858
0.9255500521759579,0.15022634077514369,0.9593129251700679,0.0819047619047619,0.931447306791569,0.11587704918032787
0.9820251396648045,0.04874301675977656,0.9306657053592886,0.14522876111511657,0.8326925562160765,0.2489257560093047
0.9894009860476257,0.04861041803894957,0.9902908207666031,0.03737222200574106,0.9639787250713234,0.10075172029183893
0.9552586659663865,0.07000886292016807,0.9186321128546521,0.15786970993818353,0.9206204022265111,0.12009314424771336
0.7926046788525566,0.11196613233964677,0.9855467636156259,0.0705285856857713,0.9902687027161483,0.042020821578727025
0.9809200420405854,0.06395019807583477,0.9999857204055406,0.0001427959445951735,0.21958323280170566,0.7385320084495808
0.9792010057270568,0.09043860874423801,0.718590606765414,0.2874586852735953,0.658874704079706,0.3560580754167091
0.8989051945026787,0.20795647399420986,0.9663129251700681,0.10633333333333334,0.9783325526932084,0.08441217798594847
0.9616946729884257,0.11981418212243759,0.9495794638163659,0.13799938671806555,0.8653112109831929,0.1922597426583759
0.9788379767201326,0.05466992825598004,0.9306471306471307,0.13610093610093613,0.9491696199013273,0.15123340976999516
0.9890921395728418,0.04059097513883635,0.9776307050004744,0.08820808425846857,0.8449554715139685,0.23291651417185147
0.9609030581465496,0.07222492923105482,0.9999289065832504,0.00021328025024882697,0.9950133046251346,0.02489539111535414
0.9481213965750048,0.12024990890970272,0.9999612052243632,0.00021337126600284495,0.08433441930895243,0.8630087642821089
0.9905587585999958,0.06862314336541138,0.9804058510844682,0.10371318822023048,0.6724018352539479,0.37728517570066866
0.9732224921218487,0.07258977809873951,0.99717868338558,0.01560273582217156,0.7318026072491335,0.3471173792308151
0.9907814833250372,0.0670731707317073,0.9991205266493359,0.004623701806800398,0.5873435054773083,0.4077771553563807
0.9525212721439531,0.1439618496303529,0.9998168498168498,0.0009971509971509972,0.7108227364324925,0.3926290737266347
0.8570739653213879,0.24480785305527572,0.9654240182128628,0.16208973629292353,0.9412954243631535,0.11780583294527518
0.9905016670543537,0.049480499340932016,0.9969696969696971,0.015317754345967513,0.9944494886902119,0.053677586538270344
0.9835415606376516,0.02983040830063536,0.9644179894179894,0.06570004070004068,0.9331422416788271,0.12507817385866166
0.9907439687630735,0.034317912425045324,0.9958303651992212,0.015529277674882462,0.665740608823669,0.3594376488307247
0.9019546906144844,0.09425702466939578,0.9971813139214646,0.014578296117195279,0.8292845967856635,0.29180059735457264
0.9933755626711216,0.00807462063204789,0.9999762785843059,7.116424708226587e-05,0.9474889187100972,0.11969623032816887
0.9769659788064695,0.061358988659602154,0.9737085527252028,0.09652649305061431,0.7060958153006471,0.3231422496421366
0.9713480016710765,0.04807245973169941,0.9899302590378595,0.0670723028750356,0.9642145500386321,0.10710015859460781
0.9984818966171596,0.006957973838018369,0.8447632083219272,0.31616753353408156,0.8320838275998419,0.25282918149466194
1.0,0.0,0.993845168635264,0.06970138987714057,0.9475970835181945,0.08303895060229871
0.9633349925335988,0.14139372822299653,0.9833665811722239,0.07821791583547069,0.971130713712911,0.09289236315918538
0.9943230833449284,0.01210518992625574,0.9950796359499431,0.020620022753128554,0.6720607273155231,0.38021262406339495
0.9173519163763066,0.10306620209059236,0.9954224182913524,0.008965419097765761,0.6528809047455614,0.38151374111619885
0.9956311582078453,0.051250232385201704,0.9640464652223489,0.12485746864310149,0.8836025592296972,0.21095432661852273
0.9012731158814237,0.1974351826038472,0.8203458582408198,0.24704668374608596,0.7706843967305113,0.31064413809930463
0.9814466722361459,0.06401420217209693,0.9849346954610113,0.09908185697659383,0.741995136052861,0.32252787592346166
0.8970078834209267,0.18218466316292403,0.9048019649523409,0.11120082924594205,0.8938072509501082,0.19939716368287796
0.9278896669287346,0.15538182325841132,0.962084791126549,0.10582110465067501,0.753076593923834,0.31596919127086004
0.9270571827057182,0.08648884239888424,0.9966204037490988,0.006635273972602739,0.3831335616438356,0.5823358210562591
0.9910602289696366,0.07466898954703831,0.9958983736086763,0.05750245342682917,0.9531703027710442,0.09849713627073528
0.8687732381840197,0.11690078969644369,0.989839495918179,0.03625814895919858,0.9953301954072172,0.039825987733561566
0.9195281965382468,0.18551088777219427,0.997416250890948,0.010406272273699215,0.7213455638538535,0.35381325730577334
0.8995665807489616,0.2227266011065325,0.9960856966414897,0.0502921476414422,0.9209581924417325,0.13786971899413114
0.9467877905908465,0.15393689502348248,0.9953399904897765,0.06964653669361232,0.8589829655114541,0.19090654806858548
0.9898026774508437,0.05718780504811044,0.9864748064776558,0.054418958066201256,0.9417838655621815,0.11693939578965937
0.962225471538682,0.059821303922937344,0.9975111364753254,0.04782343336345335,0.9936373014914889,0.03706498238528484
0.9761452377632129,0.07252736717333705,0.9936297220242338,0.07551229508196722,0.9545384114785088,0.12658588738417678
0.9360876691309805,0.12275945041149394,0.9956048011675795,0.012476828746613431,0.6816507438566471,0.37871631256238414
