FPR,TPR
0.0,0.0
9.11716653051698e-07,0.0
0.00011487629828451394,0.0
0.00011487629828451394,0.00042158516020236085
0.0001814316139572879,0.00042158516020236085
0.0001814316139572879,0.0008431703204047217
0.00020695968024273545,0.0008431703204047217
0.00020695968024273545,0.0012647554806070826
0.00026166267942583733,0.0012647554806070826
0.00026166267942583733,0.0016863406408094434
0.00028263216244602636,0.0016863406408094434
0.00028263216244602636,0.0021079258010118043
0.00030360164546621544,0.0021079258010118043
0.00030360164546621544,0.002529510961214165
0.00032457112848640447,0.002529510961214165
0.00032457112848640447,0.002951096121416526
0.00035283434473100714,0.002951096121416526
0.00035283434473100714,0.003372681281618887
0.00035556949469016223,0.003372681281618887
0.00035556949469016223,0.0037942664418212477
0.0003674218111798343,0.0037942664418212477
0.0003674218111798343,0.0042158516020236085
0.00037015696113898937,0.0042158516020236085
0.00037015696113898937,0.00505902192242833
0.00038292099428171314,0.00505902192242833
0.00038292099428171314,0.0054806070826306915
0.00041118421052631577,0.0054806070826306915
0.00041118421052631577,0.005902192242833052
0.00043580056015871165,0.005902192242833052
0.00043580056015871165,0.006323777403035413
0.0004567700431789007,0.006323777403035413
0.0004567700431789007,0.006745362563237774
0.0005196784922394678,0.006745362563237774
0.0005196784922394678,0.007166947723440135
0.0005205902088925195,0.007166947723440135
0.0005205902088925195,0.007588532883642495
0.000543383125218812,0.007588532883642495
0.000543383125218812,0.008010118043844857
0.0005561471583615358,0.008010118043844857
0.0005561471583615358,0.008431703204047217
0.0005607057416267943,0.008431703204047217
0.0005607057416267943,0.00885328836424958
0.0006345547905239818,0.00885328836424958
0.0006345547905239818,0.00927487352445194
0.0006929046563192905,0.00927487352445194
0.0006929046563192905,0.0096964586846543
0.000697463239584549,0.0096964586846543
0.000697463239584549,0.01011804384485666
0.0008214567043995799,0.01011804384485666
0.0008214567043995799,0.010539629005059023
0.0009098932197455946,0.010539629005059023
0.0009098932197455946,0.010961214165261383
0.0009427150192554557,0.010961214165261383
0.0009427150192554557,0.011382799325463743
0.0009992414517446609,0.011382799325463743
0.0009992414517446609,0.011804384485666104
0.0010038000350099194,0.011804384485666104
0.0010038000350099194,0.012225969645868466
0.0010466507177033493,0.012225969645868466
0.0010466507177033493,0.012647554806070826
0.0010521210176216594,0.012647554806070826
0.0010521210176216594,0.013069139966273187
0.0010639733341113314,0.013069139966273187
0.0010639733341113314,0.013490725126475547
0.0010967951336211927,0.013490725126475547
0.0010967951336211927,0.01391231028667791
0.0011250583498657954,0.01391231028667791
0.0011250583498657954,0.01433389544688027
0.0011669973159061733,0.01433389544688027
0.0011669973159061733,0.01475548060708263
0.0011843199323141556,0.01475548060708263
0.0011843199323141556,0.01517706576728499
0.0012125831485587583,0.01517706576728499
0.0012125831485587583,0.015598650927487353
0.0012144065818648618,0.015598650927487353
0.0012144065818648618,0.016020236087689713
0.0012153182985179135,0.016020236087689713
0.0012153182985179135,0.016441821247892074
0.0012581689812113431,0.016441821247892074
0.0012581689812113431,0.016863406408094434
0.0012818736141906875,0.016863406408094434
0.0012818736141906875,0.017284991568296795
0.0013046665305169799,0.017284991568296795
0.0013046665305169799,0.01770657672849916
0.0013146954137005485,0.01770657672849916
0.0013146954137005485,0.01812816188870152
0.001319253996965807,0.01812816188870152
0.001319253996965807,0.01854974704890388
0.0013201657136188588,0.01854974704890388
0.0013201657136188588,0.01897133220910624
0.0013502523631695647,0.01897133220910624
0.0013502523631695647,0.0193929173693086
0.0013693984128836504,0.0193929173693086
0.0013693984128836504,0.01981450252951096
0.0013921913292099428,0.01981450252951096
0.0013921913292099428,0.02023608768971332
0.0013931030458629945,0.02023608768971332
0.0013931030458629945,0.02065767284991568
0.001418631112148442,0.02065767284991568
0.001418631112148442,0.021079258010118045
0.0014304834286381141,0.021079258010118045
0.0014304834286381141,0.021500843170320406
0.0014860981444742678,0.021500843170320406
0.0014860981444742678,0.021922428330522766
0.0015107144941066636,0.021922428330522766
0.0015107144941066636,0.022344013490725127
0.0015116262107597153,0.022344013490725127
0.0015116262107597153,0.022765598650927487
0.0015800049597385925,0.022765598650927487
0.0015800049597385925,0.023187183811129847
0.0016155619092076089,0.023187183811129847
0.0016155619092076089,0.023608768971332208
0.0016283259423503327,0.023608768971332208
0.0016283259423503327,0.024030354131534568
0.001693969541370055,0.024030354131534568
0.001693969541370055,0.024451939291736932
0.0017067335745127787,0.024451939291736932
0.0017067335745127787,0.024873524451939293
0.0017204093243085542,0.024873524451939293
0.0017204093243085542,0.025295109612141653
0.001729526490839071,0.025295109612141653
0.001729526490839071,0.025716694772344013
0.0017878763566343797,0.025716694772344013
0.0017878763566343797,0.026138279932546374
0.001796081806511845,0.026138279932546374
0.001796081806511845,0.026559865092748734
0.0018161395728789824,0.026559865092748734
0.0018161395728789824,0.026981450252951095
0.0018817831718987046,0.026981450252951095
0.0018817831718987046,0.02782462057335582
0.0019173401213677208,0.02782462057335582
0.0019173401213677208,0.02824620573355818
0.0020048649200606838,0.02824620573355818
0.0020048649200606838,0.02866779089376054
0.002031304702999183,0.02866779089376054
0.002031304702999183,0.0290893760539629
0.002034039852958338,0.0290893760539629
0.002034039852958338,0.02951096121416526
0.002092389718753647,0.02951096121416526
0.002092389718753647,0.02993254637436762
0.002191766833936282,0.02993254637436762
0.002191766833936282,0.03035413153456998
0.002209089450344264,0.03035413153456998
0.002209089450344264,0.030775716694772345
0.0022273237834052983,0.030775716694772345
0.0022273237834052983,0.031197301854974706
0.0022373526665888667,0.031197301854974706
0.0022373526665888667,0.031618887015177066
0.002359522698097794,0.031618887015177066
0.002359522698097794,0.03204047217537943
0.0023640812813630527,0.03204047217537943
0.0023640812813630527,0.03246205733558179
0.0024196959971992064,0.03246205733558179
0.0024196959971992064,0.03288364249578415
0.002424254580464465,0.03288364249578415
0.002424254580464465,0.03330522765598651
0.0024488709300968608,0.03330522765598651
0.0024488709300968608,0.03372681281618887
0.002471663846423153,0.03372681281618887
0.002471663846423153,0.03414839797639123
0.002520896545687945,0.03414839797639123
0.002520896545687945,0.03456998313659359
0.002526366845606255,0.03456998313659359
0.002526366845606255,0.03499156829679595
0.002527278562259307,0.03499156829679595
0.002527278562259307,0.03541315345699832
0.002533660578830669,0.03541315345699832
0.002533660578830669,0.03583473861720068
0.0025373074454428757,0.03583473861720068
0.0025373074454428757,0.03625632377740304
0.002592010444625977,0.03625632377740304
0.002592010444625977,0.0366779089376054
0.002608421344380908,0.0366779089376054
0.002608421344380908,0.03709949409780776
0.0026303025440541487,0.03709949409780776
0.0026303025440541487,0.03752107925801012
0.002632125977360252,0.03752107925801012
0.002632125977360252,0.03794266441821248
0.0026731532267475783,0.03794266441821248
0.0026731532267475783,0.03836424957841484
0.0027342382425020423,0.03836424957841484
0.0027342382425020423,0.0387858347386172
0.0027679717586649552,0.0387858347386172
0.0027679717586649552,0.03920741989881956
0.0027752654918893685,0.03920741989881956
0.0027752654918893685,0.03962900505902192
0.002828145057766367,0.03962900505902192
0.002828145057766367,0.04005059021922428
0.0028545848407048663,0.04005059021922428
0.0028545848407048663,0.04047217537942664
0.002864613723888435,0.04047217537942664
0.002864613723888435,0.040893760539629
0.0028782894736842104,0.040893760539629
0.0028782894736842104,0.04131534569983136
0.002916581573112382,0.04131534569983136
0.002916581573112382,0.04173693086003373
0.0029284338896020537,0.04173693086003373
0.0029284338896020537,0.04215851602023609
0.0029329924728673123,0.04215851602023609
0.0029329924728673123,0.04258010118043845
0.002991342338662621,0.04258010118043845
0.002991342338662621,0.04300168634064081
0.0030177821216011203,0.04300168634064081
0.0030177821216011203,0.04342327150084317
0.0030542507877231884,0.04342327150084317
0.0030542507877231884,0.04384485666104553
0.0030560742210292914,0.04384485666104553
0.0030560742210292914,0.04426644182124789
0.0031135123701715485,0.04426644182124789
0.0031135123701715485,0.04468802698145025
0.0031709505193138056,0.04468802698145025
0.0031709505193138056,0.045109612141652614
0.003181891119150426,0.045109612141652614
0.003181891119150426,0.045531197301854974
0.003187361419068736,0.045531197301854974
0.003187361419068736,0.045952782462057334
0.0032220066518847006,0.045952782462057334
0.0032220066518847006,0.046374367622259695
0.0032466230015170965,0.046374367622259695
0.0032466230015170965,0.046795952782462055
0.003289473684210526,0.046795952782462055
0.003289473684210526,0.047217537942664416
0.0033013260007001984,0.047217537942664416
0.0033013260007001984,0.047639123102866776
0.0033040611506593535,0.047639123102866776
0.0033040611506593535,0.048060708263069137
0.0033724398996382307,0.048060708263069137
0.0033724398996382307,0.048482293423271504
0.0034098202824133506,0.048482293423271504
0.0034098202824133506,0.048903878583473864
0.0034854927646166415,0.048903878583473864
0.0034854927646166415,0.049325463743676225
0.0034991685144124167,0.049325463743676225
0.0034991685144124167,0.049747048903878585
0.0035438426304119502,0.049747048903878585
0.0035438426304119502,0.050168634064080946
0.0035611652468199324,0.050168634064080946
0.0035611652468199324,0.050590219224283306
0.0035639003967790875,0.050590219224283306
0.0035639003967790875,0.051011804384485666
0.003573017563309604,0.051011804384485666
0.003573017563309604,0.05143338954468803
0.0036058393628194654,0.05143338954468803
0.0036058393628194654,0.05185497470489039
0.0036459548955537404,0.05185497470489039
0.0036459548955537404,0.05227655986509275
0.0036532486287781537,0.05227655986509275
0.0036532486287781537,0.05269814502529511
0.0037243625277161864,0.05269814502529511
0.0037243625277161864,0.05311973018549747
0.0037298328276344963,0.05311973018549747
0.0037298328276344963,0.05354131534569983
0.0037380382775119617,0.05354131534569983
0.0037380382775119617,0.05396290050590219
0.0037526257439607887,0.05396290050590219
0.0037526257439607887,0.05438448566610455
0.0037799772435523397,0.05438448566610455
0.0037799772435523397,0.05480607082630692
0.003818269342980511,0.05480607082630692
0.003818269342980511,0.05564924114671164
0.003830121659470183,0.05564924114671164
0.003830121659470183,0.056070826306914
0.003842885692612907,0.056070826306914
0.003842885692612907,0.05649241146711636
0.003849267709184269,0.05649241146711636
0.003849267709184269,0.05691399662731872
0.0038501794258373207,0.05691399662731872
0.0038501794258373207,0.05733558178752108
0.003939527657836387,0.05733558178752108
0.003939527657836387,0.05775716694772344
0.003956850274244369,0.05775716694772344
0.003956850274244369,0.0581787521079258
0.003971437740693196,0.0581787521079258
0.003971437740693196,0.05860033726812816
0.0039887603571011785,0.05860033726812816
0.0039887603571011785,0.05902192242833052
0.0040015243902439025,0.05902192242833052
0.0040015243902439025,0.05944350758853288
0.004079932022406348,0.05944350758853288
0.004079932022406348,0.05986509274873524
0.004090872622242969,0.05986509274873524
0.004090872622242969,0.0602866779089376
0.004125517855058933,0.0602866779089376
0.004125517855058933,0.06070826306913996
